"Address Line 1",City,State,Zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"909 N. TOPEKA",WICHITA,KS,67214,37.698927,-97.33467,1,rooftop,909,"N Topeka Ave",,,Wichita,KS,"Sedgwick County",67214,US,"City of Wichita"
"3408 SE 29TH STREET",TOPEKA,KS,66605,39.015664,-95.618701,1,rooftop,3408,"SE 29th St",,,Topeka,KS,"Shawnee County",66605,US,Statewide
"1902 S HWY 59, BLDG B",PARSONS,KS,67357,37.320448,-95.265204,1,rooftop,1902,"S Hwy 59",Bldg,59,Parsons,KS,"Labette County",67357,US,Statewide
"330 ARKANSAS ST. #100",LAWRENCE,KS,66044,38.978627,-95.249134,1,rooftop,330,"Arkansas St",Ste,100,Lawrence,KS,"Douglas County",66044,US,Douglas
"3510 CLINTON PKWY SUITE 110",LAWRENCE,KS,66047,38.94152,-95.279879,1,range_interpolation,3510,"Clinton Pkwy Pl",Ste,110,Lawrence,KS,"Douglas County",66047,US,"TIGER/Line® dataset from the US Census Bureau"
"1133 COLLEGE AVE B266",MANHATTAN,KS,66502,39.192387,-96.599669,1,rooftop,1133,"College Ave",,,Manhattan,KS,"Riley County",66502,US,"Riley County"
"1320 S. ASH #206",OTTAWA,KS,66067,38.596604,-95.27754,1,rooftop,1320,"S Ash",#,206,Ottawa,KS,"Franklin County",66067,US,"Franklin County"
"6751 W 119TH ST",LEAWOOD,KS,66209,38.91156,-94.664016,1,rooftop,6751,"W 119th St",,,Leawood,KS,"Johnson County",66209,US,"City of Olathe"
"3711 SW WANAMAKER ROAD",TOPEKA,KS,66610,38.999144,-95.763148,1,rooftop,3711,"SW Wanamaker Rd",,,Topeka,KS,"Shawnee County",66610,US,Statewide
"701 W CENTRAL AVE","EL DORADO",KS,67042,37.817108,-96.858607,1,rooftop,701,"W Central Ave",,,"El Dorado",KS,"Butler County",67042,US,Butler
"550 N HILLSIDE",WICHITA,KS,67214,37.695435,-97.297969,1,rooftop,550,"N Hillside Ave",,,Wichita,KS,"Sedgwick County",67214,US,"City of Wichita"
"203 S WATSON SUITE 110",PRATT,KS,67124,37.644503,-98.728958,1,rooftop,203,"Watson St",Ste,110,Pratt,KS,"Pratt County",67124,US,Statewide
"5001 STATE AVE","KANSAS CITY",KS,66102,39.116113,-94.693349,1,rooftop,5001,"State Ave",,,"Kansas City",KS,"Wyandotte County",66102,US,Statewide
"13201 W 98TH ST",LENEXA,KS,66215,38.950745,-94.738874,1,rooftop,13201,"W 98th St",,,Lenexa,KS,"Johnson County",66215,US,"City of Lenexa"
"2425 S ROUSE ST",PITTSBURG,KS,66762,37.382227,-94.686251,1,rooftop,2425,"S Rouse St",,,Pittsburg,KS,"Crawford County",66762,US,Statewide
"2630 N WEBB RD",WICHITA,KS,67226,37.731605,-97.225537,1,rooftop,2630,"N Webb Rd",,,Wichita,KS,"Sedgwick County",67226,US,Statewide
"700 E. IRON",SALINA,KS,67402,38.840667,-97.599324,0.9,range_interpolation,700,"E Iron Ave",,,Salina,KS,"Saline County",67401,US,"TIGER/Line® dataset from the US Census Bureau"
"1223 WASHINGTON RD.",NEWTON,KS,67114,38.029666,-97.338095,1,rooftop,1223,"Washington Rd",,,Newton,KS,"Harvey County",67114,US,"Harvey County"
"712 KLEIN CIRCLE",DERBY,KS,67037,37.549046,-97.238225,0.9,rooftop,712,"N Klein Cir",,,Derby,KS,"Sedgwick County",67037,US,"City of Wichita"
"2824 N BROADWAY",PITTSBURG,KS,66762,37.435522,-94.703502,1,rooftop,2824,"N Broadway",,,Pittsburg,KS,"Crawford County",66762,US,"Crawford County"
"6401 PARALLEL PARKWAY","KANSAS CITY",KS,66102,39.128075,-94.727966,1,rooftop,6401,"Parallel Pkwy",,,"Kansas City",KS,"Wyandotte County",66102,US,Statewide
"DIALYSIS UNIT",PITTSFIELD,MA,1201,42.479475,-73.24807,1,place,,,,,Pittsfield,MA,"Berkshire County",01201,US,"TIGER/Line® dataset from the US Census Bureau"
"2000 MAIN STREET",SPRINGFIELD,MA,1103,42.107181,-72.599275,0.9,rooftop,2000,"Main St",,,Springfield,MA,"Hampden County",01104,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"56 B WINTHROP STREET",CONCORD,MA,1742,42.459588,-71.394921,0.9,rooftop,56,"Winthrop St",,,Concord,MA,"Middlesex County",01742,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"847 ROGERS STREET SUITE 101",LOWELL,MA,1852,42.627526,-71.276737,1,rooftop,847,"Rogers St",Ste,101,Lowell,MA,"Middlesex County",01852,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"HEMODIALYSIS UNIT",WORCESTER,MA,1608,42.26198,-71.801462,1,place,,,,,Worcester,MA,"Worcester County",01608,US,"TIGER/Line® dataset from the US Census Bureau"
"305 MYSTIC AVENUE",MEDFORD,MA,2155,42.404375,-71.10096,1,rooftop,305,"Mystic Ave",,,Medford,MA,"Middlesex County",02155,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"84 CONZ STREET",NORTHAMPTON,MA,1060,42.313734,-72.627201,1,rooftop,84,"Conz St",,,Northampton,MA,"Hampshire County",01060,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"DIALYSIS UNIT",WORCESTER,MA,1655,42.364807,-71.896868,1,place,,,,,Worcester,MA,"Worcester County",01655,US,"TIGER/Line® dataset from the US Census Bureau"
"10 LINCOLN RD",FOXBOROUGH,MA,2035,42.084224,-71.281546,1,rooftop,10,"Lincoln Rd",,,Foxboro,MA,"Norfolk County",02035,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"75 NEWBURY STREET",DANVERS,MA,1923,42.563339,-70.975387,1,rooftop,75,"Newbury St",,,Danvers,MA,"Essex County",01923,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"260 MERRIMAC STREET",NEWBURYPORT,MA,1950,42.817493,-70.881257,1,rooftop,260,"Merrimac St",,,Newburyport,MA,"Essex County",01950,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"34 BATES ROAD",MASHPEE,MA,2649,41.619299,-70.490575,1,rooftop,34,"Bates Rd",,,Mashpee,MA,"Barnstable County",02649,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"19-A CENTENNIAL DRIVE",PEABODY,MA,1960,42.520956,-70.970569,0.9,range_interpolation,19,"Centennial Dr",,,Peabody,MA,"Essex County",01960,US,"TIGER/Line® dataset from the US Census Bureau"
"71 HOSPITAL AVENUE","NORTH ADAMS",MA,1247,42.70691,-73.10919,1,rooftop,71,"Hospital Ave",,,"North Adams",MA,"Berkshire County",01247,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"135 BEAVER STREET, SUITE 111",WALTHAM,MA,2452,42.38366,-71.208291,1,rooftop,135,"Beaver St",Ste,111,Waltham,MA,"Middlesex County",02452,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"330 LIBBEY INDUSTRIAL PARKWAY",WEYMOUTH,MA,2189,42.190854,-70.935578,1,rooftop,330,"Libbey Industrial Pkwy",,,"East Weymouth",MA,"Norfolk County",02189,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"DIALYSIS UNIT - 1 HOSPITAL ROAD","OAK BLUFFS",MA,2557,41.45428,-70.56197,1,place,,,,,"Oak Bluffs",MA,"Dukes County",02557,US,"TIGER/Line® dataset from the US Census Bureau"
"MILL RIVER PLACE",TAUNTON,MA,2780,41.913182,-71.138416,1,street_center,,"Mill Ln",,,Taunton,MA,"Bristol County",02780,US,"TIGER/Line® dataset from the US Census Bureau"
"DIALYSIS UNIT",BOSTON,MA,2114,42.363175,-71.068646,1,place,,,,,Boston,MA,"Suffolk County",02114,US,"TIGER/Line® dataset from the US Census Bureau"
"208 ASHLEY AVENUE","WEST SPRINGFIELD",MA,1089,42.141472,-72.620771,1,rooftop,208,"Ashley Ave",,,"West Springfield",MA,"Hampden County",01089,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"2 MAIN STREET SUITE 100",STONEHAM,MA,2180,42.501769,-71.100481,1,rooftop,2,"Main St",Ste,100,Stoneham,MA,"Middlesex County",02180,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"799 CONCORD AVENUE",CAMBRIDGE,MA,2138,42.391457,-71.155468,1,rooftop,799,"Concord Ave",,,Cambridge,MA,"Middlesex County",02138,US,"City of Cambridge"
"AUGUSTINE PLAZA",SAUGUS,MA,1906,42.472112,-70.997794,1,place,,,,,Saugus,MA,"Essex County",01906,US,"TIGER/Line® dataset from the US Census Bureau"
"DIALYSIS UNIT",BOSTON,MA,2115,42.336342,-71.104176,1,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
"195 WORCESTER STREET",WELLESLEY,MA,2481,42.31644,-71.245306,1,rooftop,195,"Worcester St",,,"Wellesley Hills",MA,"Norfolk County",02481,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"19 GLENNIE STREET",WORCESTER,MA,1605,42.285206,-71.806299,1,rooftop,19,"Glennie St",,,Worcester,MA,"Worcester County",01605,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"31 MALL ROAD-DIALYSIS SUITE 1B",BURLINGTON,MA,1803,42.511742,-71.192262,1,rooftop,31,"Mill St",Ste,1B,Burlington,MA,"Middlesex County",01803,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"100 MILK STREET",METHUEN,MA,1844,42.741345,-71.157646,1,rooftop,100,"Milk St",,,Methuen,MA,"Essex County",01844,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"DIALYSIS UNIT",BOSTON,MA,2118,42.336162,-71.072854,1,place,,,,,Boston,MA,"Suffolk County",02118,US,"TIGER/Line® dataset from the US Census Bureau"
"MED. OFFICE BLDG SUITE M107",STOUGHTON,MA,2072,42.118416,-71.105733,1,place,,,,,Stoughton,MA,"Norfolk County",02072,US,"TIGER/Line® dataset from the US Census Bureau"
"360 CEDAR HILL STREET",MARLBOROUGH,MA,1752,42.318746,-71.593176,1,rooftop,360,"Cedar Hill St",,,Marlborough,MA,"Middlesex County",01752,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"241 WILLOW STREET",YARMOUTHPORT,MA,2675,41.690207,-70.25665,1,rooftop,241,"Willow St",,,"Yarmouth Port",MA,"Barnstable County",02675,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"100 ROSEBROOK WAY",WAREHAM,MA,2571,41.775668,-70.731361,1,rooftop,100,"Rosebrook Way",,,Wareham,MA,"Plymouth County",02571,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"587 WASHINGTON STREET",WEYMOUTH,MA,2188,42.204451,-70.953268,1,rooftop,587,"Washington St",,,Weymouth,MA,"Norfolk County",02188,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"36 LOWER WESTFIELD RD UNIT C-153",HOLYOKE,MA,1040,42.169242,-72.635582,1,rooftop,36,"Lower Westfield Rd",Unit,C153,Holyoke,MA,"Hampden County",01040,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"201 SUTTON STREET","NORTH ANDOVER",MA,1845,42.706521,-71.131596,1,rooftop,201,"Sutton St",,,"North Andover",MA,"Essex County",01845,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"35 KNEELAND STREET",BOSTON,MA,2111,42.35052,-71.06198,1,rooftop,35,"Kneeland St",,,Boston,MA,"Suffolk County",02111,US,"City of Boston"
"48 WEAVER STREET","FALL RIVER",MA,2720,41.728497,-71.143692,1,rooftop,48,"Weaver St",,,"Fall River",MA,"Bristol County",02720,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"I 391 INDUSTRIAL PARK",CHICOPEE,MA,1013,42.184534,-72.606043,0.6,street_center,,I-391,,,Chicopee,MA,"Hampden County",01013,US,"TIGER/Line® dataset from the US Census Bureau"
"90 GLACIER DRIVE",WESTWOOD,MA,2090,42.215508,-71.186895,1,rooftop,90,"Glacier Dr",,,Westwood,MA,"Norfolk County",02090,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"771 SOUTH BRIDGE STREET",AUBURN,MA,1501,42.190557,-71.892915,0.6,street_center,,"Bridge St",,,Auburn,MA,"Worcester County",01501,US,"TIGER/Line® dataset from the US Census Bureau"
"1515 STATE STREET",SPRINGFIELD,MA,1109,42.121763,-72.543524,1,rooftop,1515,"State St",,,Springfield,MA,"Hampden County",01109,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"42 CAPE ROAD",MILFORD,MA,1757,42.127317,-71.519622,1,rooftop,42,"Cape Rd",,,Milford,MA,"Worcester County",01757,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"421 MERRIMACK STREET",METHUEN,MA,1844,42.748004,-71.127268,1,rooftop,421,"Merrimack St",,,Methuen,MA,"Essex County",01844,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"DIALYSIS UNIT, FARLEY FOUR",BOSTON,MA,2115,42.336342,-71.104176,1,place,,,,,Boston,MA,"Suffolk County",02115,US,"TIGER/Line® dataset from the US Census Bureau"
"111 PLEASANT ST",ATTLEBORO,MA,2703,41.947116,-71.27775,1,rooftop,111,"Pleasant St",,,Attleboro,MA,"Bristol County",02703,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"322 WASHINGTON STREET",BROOKLINE,MA,2445,42.333058,-71.120341,1,rooftop,322,"Washington St",,,Brookline,MA,"Norfolk County",02445,US,"City of Brookline"
"336 THOMPSON ROAD SUITE 1",WEBSTER,MA,1570,42.027204,-71.851492,1,rooftop,336,"Thompson Rd",Ste,1,Webster,MA,"Worcester County",01570,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"207 HIGHLAND AVE",SALEM,MA,1970,42.50528,-70.919019,1,rooftop,207,"Highland Ave",,,Salem,MA,"Essex County",01970,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"888 COMMONWEALTH AVENUE",BOSTON,MA,2215,42.350478,-71.115243,1,rooftop,888,"Commonwealth Ave",,,Boston,MA,"Norfolk County",02215,US,"City of Brookline"
"375 WESTGATE DRIVE",BROCKTON,MA,2301,42.097101,-71.055504,1,rooftop,375,"Westgate Dr",,,Brockton,MA,"Plymouth County",02301,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"217 SOUTH MAIN STREET",ATTLEBORO,MA,2703,41.935368,-71.287173,1,rooftop,217,"S Main St",,,Attleboro,MA,"Bristol County",02703,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"DIALYSIS UNIT - CCP 7",BRIGHTON,MA,2135,42.3501,-71.15644,1,place,,,,,Brighton,MA,"Suffolk County",02135,US,"TIGER/Line® dataset from the US Census Bureau"
"500 VICTORY ROAD",QUINCY,MA,2171,42.298457,-71.029971,1,rooftop,500,"Victory Rd",,,Quincy,MA,"Norfolk County",02171,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"239-243 BOSTON TURNPIKE ROAD",SHREWSBURY,MA,1545,42.275791,-71.742679,1,rooftop,239,"Boston Tpke",,,Shrewsbury,MA,"Worcester County",01545,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"133 BRIMBAL AVE",BEVERLY,MA,1915,42.574084,-70.876878,1,rooftop,133,"Brimbal Ave",,,Beverly,MA,"Essex County",01915,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"110 MT. WAYTE AVE.",FRAMINGHAM,MA,1702,42.287325,-71.43243,1,rooftop,110,"Mt Wayte Ave",,,Framingham,MA,"Middlesex County",01702,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"1 INNOVATION DRIVE",WORCESTER,MA,1605,42.279039,-71.766607,1,rooftop,1,"Innovation Dr",,,Worcester,MA,"Worcester County",01605,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"42 WRIGHT STREET",PALMER,MA,1069,42.169714,-72.341729,1,rooftop,42,"Wright St",,,Palmer,MA,"Hampden County",01069,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"867 GRAFTON STREET",WORCESTER,MA,1604,42.248725,-71.759906,1,rooftop,867,"Grafton St",,,Worcester,MA,"Worcester County",01604,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"601 MEMORIAL DRIVE, SUITE H",CHICOPEE,MA,1020,42.174417,-72.575769,1,rooftop,601,"Memorial Dr",Ste,H,Chicopee,MA,"Hampden County",01020,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"14 CHESTNUT PLACE, SUITE B",LUDLOW,MA,1056,42.157653,-72.481144,1,rooftop,14,"Chestnut Pl",Ste,,Ludlow,MA,"Hampden County",01056,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"27 INDUSTRIAL AVE",CHELMSFORD,MA,1824,42.59491,-71.32971,1,rooftop,27,"Industrial Ave",,,Chelmsford,MA,"Middlesex County",01824,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"551 ELECTRIC AVENUE",FITCHBURG,MA,1420,42.568738,-71.816289,1,rooftop,551,"Electric Ave",,,Fitchburg,MA,"Worcester County",01420,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"267 SHREWSBURY STREET",WORCESTER,MA,1604,42.267652,-71.781106,1,rooftop,267,"Shrewsbury St",,,Worcester,MA,"Worcester County",01604,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"DCI BRIGHAM/FAULKNER","JAMAICA PLAIN",MA,2130,42.309661,-71.121097,1,place,,,,,"Jamaica Plain",MA,"Suffolk County",02130,US,"TIGER/Line® dataset from the US Census Bureau"
"10 CORDAGE PARK CIRCLE",PLYMOUTH,MA,2360,41.979388,-70.688196,1,rooftop,10,"Cordage Park Cir",,,Plymouth,MA,"Plymouth County",02360,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"DIALYSIS UNIT",NANTUCKET,MA,2554,41.287647,-70.08665,1,place,,,,,Nantucket,MA,"Nantucket County",02554,US,"TIGER/Line® dataset from the US Census Bureau"
"(BMA QUINCY)",QUINCY,MA,2169,42.241799,-71.006042,1,place,,,,,Quincy,MA,"Norfolk County",02169,US,"TIGER/Line® dataset from the US Census Bureau"
"125 LIBERTY STREET, SUITE 101",SPRINGFIELD,MA,1103,42.108162,-72.593292,1,rooftop,125,"Liberty St",Ste,101,Springfield,MA,"Hampden County",01103,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"10 CABOT ROAD SUITE 103B",MEDFORD,MA,2155,42.407481,-71.075759,1,rooftop,10,"Cabot Rd",Ste,103B,Medford,MA,"Middlesex County",02155,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"2100 DORCHESTER AVENUE",DORCHESTER,MA,2124,42.278028,-71.066046,1,rooftop,2100,"Dorchester Ave",,,"Dorchester Center",MA,"Suffolk County",02124,US,"City of Boston"
"23 WARREN AVENUE",WOBURN,MA,1801,42.475663,-71.15455,1,rooftop,23,"Warren Ave",,,Woburn,MA,"Middlesex County",01801,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"10 MAPLE AVENUE, SUITE 200","GREAT BARRINGTON",MA,1230,42.189264,-73.365768,1,rooftop,10,"Maple Ave",Ste,200,"Great Barrington",MA,"Berkshire County",01230,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"643 BROADWAY",SOMERVILLE,MA,2145,42.399427,-71.110036,1,range_interpolation,643,Broadway,,,Somerville,MA,"Middlesex County",02145,US,"TIGER/Line® dataset from the US Census Bureau"
"416 WARREN STREET",ROXBURY,MA,2119,42.316797,-71.082141,1,rooftop,416,"Warren St",,,Roxbury,MA,"Suffolk County",02119,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"UNIT 1 STETSON WEST",WEYMOUTH,MA,2190,42.167841,-70.95074,1,place,,,,,Weymouth,MA,"Norfolk County",02190,US,"TIGER/Line® dataset from the US Census Bureau"
"537 FAUNCE CORNER ROAD",DARTMOUTH,MA,2747,41.672769,-70.984726,1,rooftop,537,"Faunce Corner Rd",,,"North Dartmouth",MA,"Bristol County",02747,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"115 WILDWOOD AVENUE",GREENFIELD,MA,1301,42.606119,-72.579472,1,rooftop,115,"Wildwood Ave",,,Greenfield,MA,"Franklin County",01301,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"237-B STATE ROAD","NORTH DARTMOUTH",MA,2747,41.639261,-71.007578,0.33,place,,,,,"North Dartmouth",MA,"Bristol County",02747,US,"TIGER/Line® dataset from the US Census Bureau"
"216 HUTTLESON AVENUE",FAIRHAVEN,MA,2719,41.631672,-70.870045,0.33,place,,,,,Fairhaven,MA,"Bristol County",02719,US,"TIGER/Line® dataset from the US Census Bureau"
"67 COOPER STREET",AGAWAM,MA,1001,42.07896,-72.620453,1,rooftop,67,"Cooper St",,,Agawam,MA,"Hampden County",01001,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"76 CAMPANELLI INDUSTRIAL DRIVE",BROCKTON,MA,2301,42.100521,-71.053653,1,rooftop,76,"Campanelli Industrial Dr",,,Brockton,MA,"Plymouth County",02301,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
"9106 PINE VIEW LN",CLINTON,MD,20735,38.764412,-76.886835,1,rooftop,9106,"Pine View Ln",,,Clinton,MD,"Prince George's County",20735,US,"Prince Georges"
"163 THOMAS JOHNSON DRIVE",FREDERICK,MD,21702,39.44217,-77.408142,1,rooftop,163,"Thomas Johnson Dr",,,Frederick,MD,"Frederick County",21702,US,"Frederick County"
"4451 PARLIAMENT PLACE",LANHAM,MD,20706,38.950631,-76.835555,1,rooftop,4451,"Parliament Pl",,,Lanham,MD,"Prince George's County",20706,US,"Prince Georges"
"1 NASHUA CT",BALTIMORE,MD,21221,39.33884,-76.468262,1,rooftop,1,"Nashua Ct",,,Essex,MD,"Baltimore County",21221,US,Baltimore
"10707 INDIAN HEAD HIGHWAY","FORT WASHINGTON",MD,20744,38.744679,-76.992804,1,rooftop,10707,"Indian Head Hwy",,,"Fort Washington",MD,"Prince George's County",20744,US,"Prince Georges"
"10210 LAPLATA ROAD","LA PLATA",MD,20646,38.531612,-76.959566,1,range_interpolation,10210,"Laplata Rd",,,"La Plata",MD,"Charles County",20646,US,"TIGER/Line® dataset from the US Census Bureau"
"7524 STANDISH PL   STE 100-B",ROCKVILLE,MD,20855,39.107421,-77.155296,1,rooftop,7524,"Standish Pl",Ste,100,Derwood,MD,"Montgomery County",20855,US,Montgomery
"8037  GOVERNOR RITCHIE HWY.",PASADENA,MD,21122,39.121745,-76.4953,0.33,place,,,,,Pasadena,MD,"Anne Arundel County",21122,US,"TIGER/Line® dataset from the US Census Bureau"
"6334 CEDAR LANE",COLUMBIA,MD,21044,39.197586,-76.885206,1,rooftop,6334,"Cedar Ln",,,Columbia,MD,"Howard County",21044,US,Howard
"5401 BALTIMORE NATIONAL PIKE",BALTIMORE,MD,21229,39.289385,-76.7177,1,rooftop,5401,"Baltimore National Pike",,,Baltimore,MD,"Baltimore County",21229,US,Baltimore
"3303 CHESTNUT AVE",BALTIMORE,MD,21211,39.327071,-76.629027,1,range_interpolation,3303,"Chestnut Ave",,,Baltimore,MD,"Baltimore city",21211,US,"TIGER/Line® dataset from the US Census Bureau"
"780 W BEL AIR AVE",ABERDEEN,MD,21001,39.519569,-76.186692,1,rooftop,780,"W Bel Air Ave",,,Aberdeen,MD,"Harford County",21001,US,Harford
"1360 BLAIR DRIVE",ODENTON,MD,21113,39.090193,-76.702689,1,rooftop,1360,"Blair Dr",,,Odenton,MD,"Anne Arundel County",21113,US,"Anne Arundel County"
